geneID,median_adult Ce,mean_adult Ce
WBGene00006412,2.11696,2.9689
WBGene00006414,86.0641,84.5399
WBGene00006415,26.8199,27.8847
WBGene00006416,6.16557,18.4799
WBGene00006418,2.19133,2.13328
WBGene00006419,0.0244971,0.151413
WBGene00006423,11.38,13.6799
WBGene00006424,0.967397,1.43189
WBGene00006428,0.726436,0.848814
WBGene00006429,0.234455,0.460355
WBGene00006430,10.0846,9.2611
WBGene00006431,14.6451,14.7343
WBGene00006432,13.7237,14.7839
WBGene00006433,208.256,218.201
WBGene00006434,1216.14,1253.29
WBGene00006435,0.0532711,0.106873
WBGene00006436,1.82448,2.03954
WBGene00006437,37.2381,37.4678
WBGene00006438,52.3456,50.8964
WBGene00006439,3164.85,3122.37
WBGene00006440,27.2302,27.2898
WBGene00006441,0.443116,0.697613
WBGene00006442,25.2994,27.2298
WBGene00006443,44.3459,50.5896
WBGene00006444,4.03386,5.00542
WBGene00006445,1.82975,2.11864
WBGene00006446,43.5024,50.039
WBGene00006447,29.1977,32.6115
WBGene00006448,43.7962,45.6091
WBGene00006449,1.29692,18.0557
WBGene00006450,20.1816,21.137
WBGene00006452,161.842,233.478
WBGene00006454,3.38584,4.64038
WBGene00006456,0.804522,1.1596
WBGene00006459,1.03264,1.40357
WBGene00006460,157.704,148.579
WBGene00006461,5.93922,5.7166
WBGene00006462,2.63748,3.10239
WBGene00006463,78.1668,74.6522
WBGene00006464,0.652062,1.36879
WBGene00006465,55.9662,58.3484
WBGene00006466,36.3548,35.6449
WBGene00006467,3.313,3.72281
WBGene00006468,1.18688,1.42924
WBGene00006470,7.55872,11.0536
WBGene00006471,1.00E-10,0.0559431
WBGene00006472,37.0438,34.8062
WBGene00006473,21.1228,18.1942
WBGene00006474,66.9111,74.8454
WBGene00006475,0.599228,0.657572
WBGene00006476,3.80741,4.68859
WBGene00006477,5.49484,5.62719
WBGene00006478,32.0803,31.4418
WBGene00006479,47.6003,50.0315
WBGene00006481,83.6423,87.6225
WBGene00006483,31.9615,38.1989
WBGene00006484,0.0755875,0.123361
WBGene00006486,1.02311,1.37062
WBGene00006487,0.575078,2.11583
WBGene00006488,1.00E-10,0.143186
WBGene00006489,40.3837,33.496
WBGene00006490,21.3083,22.279
WBGene00006491,42.0199,38.4641
WBGene00006492,35.9247,34.1866
WBGene00006493,34.0549,34.5765
WBGene00006494,62.3952,69.2819
WBGene00006495,13.4678,16.7958
WBGene00006496,15.1668,13.6781
WBGene00006497,53.6024,49.8272
WBGene00006498,9.579,11.6788
WBGene00006499,82.7287,76.7058
WBGene00006503,85.0352,96.3892
WBGene00006504,29.1324,29.7508
WBGene00006505,1.00467,1.27956
WBGene00006508,12.8092,13.9739
WBGene00006509,1.66003,15.6202
WBGene00006510,62.192,55.1148
WBGene00006512,71.5791,71.2631
WBGene00006513,1.73334,1.99388
WBGene00006514,72.1204,81.2827
WBGene00006515,91.3242,92.9265
WBGene00006516,24.978,28.7732
WBGene00006517,16.1454,16.1075
WBGene00006518,79.6921,86.4894
WBGene00006519,573.689,618.615
WBGene00006520,16.39,16.1414
WBGene00006522,0.208011,0.36496
WBGene00006523,72.902,85.9566
WBGene00006524,10.0959,9.75808
WBGene00006525,0.122383,0.189141
WBGene00006526,0.129259,0.175133
WBGene00006527,19.4878,23.8595
WBGene00006528,665.512,702.059
WBGene00006529,1040.67,1124.37
WBGene00006530,72.1659,56.9552
WBGene00006531,0.519269,0.65813
WBGene00006532,0.159047,0.4035
WBGene00006533,5.04309,14.0297
WBGene00006534,0.113859,0.465666
WBGene00006535,2.00903,2.56843
WBGene00006536,593.564,606.58
WBGene00006537,1306.29,1410.58
WBGene00006538,2.70078,4.10458
WBGene00006539,3.31514,8.04732
WBGene00006540,44.6282,55.1105
WBGene00006541,90.076,94.6345
WBGene00006542,66.2868,76.1122
WBGene00006543,5.04457,5.84279
WBGene00006544,0.292922,0.519977
WBGene00006545,1.14052,2.32156
WBGene00006546,20.5351,19.7936
WBGene00006547,3.95999,6.72994
WBGene00006549,0.095786,0.184379
WBGene00006550,0.0866617,0.104683
WBGene00006551,0.169235,0.178814
WBGene00006552,6.5194,7.17538
WBGene00006553,0.547929,12.1598
WBGene00006554,0.0223323,0.0661784
WBGene00006555,12.2896,11.801
WBGene00006556,0.704385,1.42916
WBGene00006557,1.15755,2.39807
WBGene00006558,0.237264,0.366649
WBGene00006559,0.24832,0.42048
WBGene00006560,1.00E-10,0.038667
WBGene00006561,4.11206,4.90736
WBGene00006562,73.7536,97.9185
WBGene00006563,12.637,13.1411
WBGene00006565,78.6674,93.9968
WBGene00006566,25.8564,28.7813
WBGene00006567,36.9349,33.2287
WBGene00006568,53.2058,55.1521
WBGene00006570,5.01484,5.49883
WBGene00006571,34.9978,34.6535
WBGene00006572,255.376,396.86
WBGene00006573,119.881,128.994
WBGene00006574,227.147,233.802
WBGene00006575,11.5263,19.384
WBGene00006576,0.404692,0.548376
WBGene00006577,47.4475,41.8534
WBGene00006578,14.7469,14.892
WBGene00006579,113.417,113.166
WBGene00006580,9.28037,9.64687
WBGene00006582,5.00513,5.8829
WBGene00006583,21.4368,23.0626
WBGene00006584,37.8419,34.5921
WBGene00006585,26.5093,88.9278
WBGene00006586,52.8611,52.1736
WBGene00006587,273.998,307.362
WBGene00006588,14.2751,21.8373
WBGene00006589,14.7188,16.329
WBGene00006590,58.8556,55.3596
WBGene00006591,7.7172,8.08153
WBGene00006592,13.1265,14.4786
WBGene00006593,16.0387,16.6305
WBGene00006594,4.79844,7.55492
WBGene00006595,85.8693,99.8672
WBGene00006596,14.3521,12.9098
WBGene00006597,0.175553,0.251723
WBGene00006598,0.138007,0.218437
WBGene00006599,8.11985,9.04595
WBGene00006600,0.255134,0.509404
WBGene00006601,209.519,230.417
WBGene00006602,8.77015,9.20111
WBGene00006603,19.1717,24.3538
WBGene00006604,12.8183,15.3991
WBGene00006605,25.7588,27.8315
WBGene00006606,13.9638,14.8496
WBGene00006607,57.3079,60.423
WBGene00006608,30.6624,31.4933
WBGene00006609,13.0627,15.1444
WBGene00006610,2.58352,2.71556
WBGene00006611,1.53822,1.98314
WBGene00006612,0.116003,1.09295
WBGene00006613,34.8844,38.748
WBGene00006614,0.312887,0.481153
WBGene00006615,1.19368,1.31927
WBGene00006616,0.419925,0.464554
WBGene00006617,138.931,138.898
WBGene00006618,17.3639,27.2449
WBGene00006619,57.4368,52.3886
WBGene00006620,0.385608,0.399307
WBGene00006621,1.88526,2.52575
WBGene00006622,0.506799,0.554075
WBGene00006623,0.712449,5.78944
WBGene00006624,0.715198,2.26573
WBGene00006625,0.123598,4.25515
WBGene00006626,165.115,167.984
WBGene00006627,1.66003,4.47753
WBGene00006628,1.53909,3.45569
WBGene00006629,1.2763,1.67918
WBGene00006630,0.0960006,0.281145
WBGene00006631,1.00E-10,0.159083
WBGene00006632,1.59789,2.44715
WBGene00006633,6.43317,7.70415
WBGene00006634,14.011,13.9008
WBGene00006635,12.165,12.8224
WBGene00006636,7.35957,7.07285
WBGene00006637,2.24803,2.79353
WBGene00006638,76.7639,88.2011
WBGene00006639,1.7745,1.78973
WBGene00006640,4.39708,4.79696
WBGene00006641,5.30858,5.69714
WBGene00006642,1.04374,1.35961
WBGene00006643,0.408425,0.979348
WBGene00006644,0.0705157,1.54962
WBGene00006645,0.119553,2.30182
WBGene00006646,1.52456,2.04605
WBGene00006647,11.1113,11.6331
WBGene00006648,46.6604,47.3623
WBGene00006649,42.0972,66.6059
WBGene00006650,144.433,1399.3
WBGene00006651,4.20642,12.5318
WBGene00006652,1.20186,1.59102
WBGene00006654,0.149432,0.200122
WBGene00006655,0.510712,0.710009
WBGene00006656,5.73238,6.94791
WBGene00006657,0.516194,0.624381
WBGene00006658,0.151639,0.183884
WBGene00006659,0.0588428,0.0742101
WBGene00006660,11.1578,11.5272
WBGene00006661,0.20285,1.82402
WBGene00006662,1.67743,2.39949
WBGene00006663,2.78396,2.86611
WBGene00006664,0.457884,0.553152
WBGene00006665,0.595125,1.3685
WBGene00006666,0.233986,0.460417
WBGene00006667,0.917189,1.03847
WBGene00006668,1.4992,1.8714
WBGene00006669,0.302784,0.386034
WBGene00006670,1.16136,1.3602
WBGene00006671,1.09301,1.2858
WBGene00006672,8.54549,9.4841
WBGene00006673,0.0278487,0.0779816
WBGene00006674,0.257674,0.272055
WBGene00006675,2.64976,2.50019
WBGene00006676,0.521661,0.972921
WBGene00006677,1.69452,2.30667
WBGene00006678,2.44201,2.82602
WBGene00006679,1.00816,1.50915
WBGene00006680,0.701323,0.901186
WBGene00006681,0.879851,2.2004
WBGene00006682,0.999098,1.02963
WBGene00006683,1.05905,1.31468
WBGene00006684,0.448813,0.497796
WBGene00006685,1.52141,1.64089
WBGene00006686,3.76928,3.50617
WBGene00006687,0.283436,0.313012
WBGene00006688,0.185226,0.194029
WBGene00006689,0.0573382,0.752382
WBGene00006690,0.669153,0.861696
WBGene00006691,0.417749,0.618673
WBGene00006692,2.66002,2.54453
WBGene00006693,1.15794,1.30213
WBGene00006694,0.0276866,0.113281
WBGene00006695,1.19943,1.20951
WBGene00006696,3.18479,3.61028
WBGene00006697,108.165,100.859
WBGene00006698,117.05,133.941
WBGene00006699,195.192,181.692
WBGene00006700,51.1523,56.9362
WBGene00006701,28.132,29.9018
WBGene00006702,102.676,104.585
WBGene00006703,67.0084,60.3035
WBGene00006704,353.194,339.895
WBGene00006705,15.2854,19.746
WBGene00006706,305.44,269.274
WBGene00006707,134.038,155.211
WBGene00006708,85.9276,87.8927
WBGene00006709,80.6343,78.9273
WBGene00006710,25.9792,25.8588
WBGene00006711,53.7811,57.0419
WBGene00006712,0.502775,0.692017
WBGene00006713,318.561,297.604
WBGene00006714,4.48541,4.18207
WBGene00006715,120.554,122.321
WBGene00006716,0.161257,0.287048
WBGene00006717,0.5712,0.712179
WBGene00006718,2.36743,2.82883
WBGene00006719,0.299766,3.26399
WBGene00006720,124.48,141.424
WBGene00006721,17.2052,16.7702
WBGene00006722,25.4128,30.6102
WBGene00006723,65.1736,59.6064
WBGene00006724,98.6283,92.1137
WBGene00006725,2410.38,3144.83
WBGene00006726,131.717,145.813
WBGene00006727,588.287,605.354
WBGene00006728,3562.74,4081.01
WBGene00006729,18.9768,20.2268
WBGene00006730,233.894,235.49
WBGene00006731,0.184532,0.367016
WBGene00006732,15.3248,17.0671
WBGene00006733,88.8559,98.8057
WBGene00006734,52.6909,54.3498
WBGene00006735,25.7814,33.8745
WBGene00006736,35.7047,46.9226
WBGene00006737,32.7865,33.8875
WBGene00006738,30.0771,29.0833
WBGene00006739,36.4691,53.7028
WBGene00006740,14.5813,14.2452
WBGene00006741,5.624,7.82628
WBGene00006742,4.19683,4.86679
WBGene00006743,0.381642,0.713277
WBGene00006744,0.321753,0.473043
WBGene00006745,4.97152,6.4089
WBGene00006746,2.0934,3.02832
WBGene00006747,1.23808,1.89521
WBGene00006748,0.223146,0.333214
WBGene00006749,2.60181,3.48133
WBGene00006750,1.14969,1.42542
WBGene00006751,55.0154,51.3357
WBGene00006752,2.79884,4.13783
WBGene00006753,16.8741,18.0214
WBGene00006754,240.909,323.161
WBGene00006755,61.8997,64.0621
WBGene00006756,1.45368,1.9498
WBGene00006757,24.3087,24.6827
WBGene00006759,9.24358,10.3912
WBGene00006760,11.2151,14.5576
WBGene00006761,0.936422,1.4921
WBGene00006762,5.4945,8.31769
WBGene00006763,11.7976,12.5208
WBGene00006764,418.601,511.576
WBGene00006765,1.08421,1.68123
WBGene00006766,0.792834,1.24232
WBGene00006767,2.01298,26.4558
WBGene00006768,66.8864,63.5355
WBGene00006769,21.1584,22.331
WBGene00006770,38.1144,38.0066
WBGene00006771,23.9136,24.9635
WBGene00006772,3.61784,4.35607
WBGene00006773,44.0413,51.575
WBGene00006774,1.05299,1.36916
WBGene00006775,0.812603,4.19042
WBGene00006776,39.9585,37.3021
WBGene00006777,1.04877,1.49171
WBGene00006778,1.31921,3.23817
WBGene00006779,59.9909,65.861
WBGene00006780,68.2721,79.9148
WBGene00006781,19.8111,20.1397
WBGene00006782,0.354407,0.517893
WBGene00006783,0.392166,0.585649
WBGene00006784,12.6221,14.4969
WBGene00006785,67.1758,64.9536
WBGene00006786,16.8928,16.8697
WBGene00006787,46.6392,51.3722
WBGene00006788,4.49845,5.80609
WBGene00006789,213.45,237.12
WBGene00006790,0.230405,0.440469
WBGene00006791,61.3963,64.6285
WBGene00006792,1.81458,1.8783
WBGene00006793,57.473,72.0972
WBGene00006794,544.937,463.846
WBGene00006795,70.7863,78.0091
WBGene00006796,25.8634,24.6667
WBGene00006797,2.42913,2.88881
WBGene00006798,19.0043,25.6638
WBGene00006801,3.71417,4.89949
WBGene00006802,54.9731,55.798
WBGene00006803,23.7254,27.1322
WBGene00006804,48.746,45.0685
WBGene00006805,19.2798,21.2798
WBGene00006807,1.17364,1.97752
WBGene00006808,66.2772,66.3047
WBGene00006809,0.517264,0.711708
WBGene00006810,17.9534,19.5607
WBGene00006811,0.860195,1.14375
WBGene00006812,1.65283,1.82025
WBGene00006814,5.28686,6.47556
WBGene00006815,12.6765,13.9186
WBGene00006816,19.2196,19.9877
WBGene00006817,80.8716,98.1595
WBGene00006818,1.22094,2.07829
WBGene00006819,246.529,265.237
WBGene00006820,9.7638,12.4378
WBGene00006822,0.918605,1.0695
WBGene00006823,44.9602,41.017
WBGene00006824,14.1543,13.4869
WBGene00006825,7.31512,8.41134
WBGene00006826,23.2673,26.0521
WBGene00006827,9.67211,10.0705
WBGene00006829,25.6247,26.6207
WBGene00006830,2.06818,2.55624
WBGene00006831,3.22477,4.0953
WBGene00006832,2.25795,3.10449
WBGene00006833,175.136,159.892
WBGene00006836,22.9342,26.2625
WBGene00006839,23.8145,26.9452
WBGene00006840,79.6675,76.3199
WBGene00006843,16.2619,17.4431
WBGene00006844,5.11683,8.57835
WBGene00006845,1.05764,1.27561
WBGene00006852,4.50595,5.55391
WBGene00006853,1.57613,2.58867
WBGene00006856,133.011,145.818
WBGene00006861,37.978,42.2079
WBGene00006862,6.04136,5.54428
WBGene00006863,41.7867,46.9103
WBGene00006864,1.05348,1.14394
WBGene00006865,0.792091,1.00245
WBGene00006868,35.792,41.301
WBGene00006869,4.15773,6.86558
WBGene00006870,3.70542,5.43087
WBGene00006873,0.622126,0.875634
WBGene00006874,7.40489,8.17785
WBGene00006875,7.00761,9.0594
WBGene00006876,27.4252,32.9372
WBGene00006881,0.686329,1.13281
WBGene00006882,3.54181,4.25845
WBGene00006886,2.69081,4.47731
WBGene00006887,7.69944,7.48183
WBGene00006888,132.736,122.585
WBGene00006889,73.3332,69.2016
WBGene00006890,40.1295,39.1452
WBGene00006893,5.80684,7.7772
WBGene00006894,0.15278,0.224088
WBGene00006895,0.862343,1.2014
WBGene00006896,8.24327,8.24361
WBGene00006897,0.322021,0.449964
WBGene00006902,5.39863,6.00647
WBGene00006910,291.125,280.528
WBGene00006911,557.8,582.998
WBGene00006912,85.4618,84.056
WBGene00006913,192.193,191.855
WBGene00006914,47.6228,44.986
WBGene00006915,92.6702,95.6808
WBGene00006916,52.9162,55.4675
WBGene00006917,320.476,303.995
WBGene00006918,376.453,370.545
WBGene00006919,349.731,371.283
WBGene00006920,125.595,132.239
WBGene00006921,239.586,240.813
WBGene00006922,10.8762,12.3023
WBGene00006923,19.7262,26.4601
WBGene00006924,1032.58,953.14
WBGene00006925,558.798,783.208
WBGene00006926,240.089,1315.04
WBGene00006927,422.545,597.628
WBGene00006928,468.557,638.054
WBGene00006929,1410.39,1516.48
WBGene00006930,848.928,1772.37
WBGene00006931,39.4904,39.5251
WBGene00006932,21.0077,19.7273
WBGene00006933,42.0777,42.599
WBGene00006934,21.0114,23.3054
WBGene00006935,18.2619,16.6961
WBGene00006936,61.2469,62.5601
WBGene00006937,34.6375,34.6504
WBGene00006938,0.651622,0.59834
WBGene00006939,1.66767,2.03815
WBGene00006940,79.0133,85.5511
WBGene00006941,70.7262,67.7311
WBGene00006942,17.4901,16.9454
WBGene00006943,35.9867,36.9293
WBGene00006944,19.3833,21.4589
WBGene00006945,48.4171,48.1952
WBGene00006946,17.5097,17.924
WBGene00006947,1.45168,3.62157
WBGene00006948,0.739473,2.6022
WBGene00006949,2.33425,3.18684
WBGene00006950,0.780396,1.21328
WBGene00006951,17.4275,18.9525
WBGene00006952,0.860262,1.28678
WBGene00006953,0.0535934,0.0951499
WBGene00006954,0.0576978,0.213636
WBGene00006955,0.526838,0.869243
WBGene00006956,3.86973,14.5316
WBGene00006957,40.6083,37.3633
WBGene00006958,41.9699,41.47
WBGene00006959,150.861,169.984
WBGene00006960,0.369339,0.461277
WBGene00006961,26.7464,28.7915
WBGene00006962,0.939807,1.12157
WBGene00006963,47.3767,49.9647
WBGene00006964,37.9088,36.4281
WBGene00006965,1.08694,1.3879
WBGene00006966,0.0264424,0.292576
WBGene00006967,1.00E-10,311.563
WBGene00006968,36.5823,37.8799
WBGene00006970,0.951141,2.27613
WBGene00006971,2.22877,2.36013
WBGene00006974,73.6324,75.8976
WBGene00006975,56.0358,58.7623
WBGene00006976,32.1943,32.3044
WBGene00006977,98.8298,81.0414
WBGene00006978,9.51347,10.4579
WBGene00006979,3.26596,3.39161
WBGene00006980,2.11765,4.19209
WBGene00006981,2.56072,4.09796
WBGene00006982,2.74307,3.92956
WBGene00006983,3.60859,3.57826
WBGene00006984,26.8114,31.4857
WBGene00006985,1.27122,1.92825
WBGene00006986,5.08369,5.78744
WBGene00006987,0.952147,1.18184
WBGene00006988,24.8599,27.0976
WBGene00006993,22.8914,22.3397
WBGene00006994,58.336,58.238
WBGene00006996,93.336,102.609
WBGene00006997,45.3372,48.3056
WBGene00006999,63.6884,82.9446
WBGene00007000,125.576,129.215
WBGene00007001,40.3689,43.8679
WBGene00007006,0.531223,0.612136
WBGene00007007,18.6705,19.4713
WBGene00007008,47.6996,47.5167
WBGene00007009,105.088,94.834
WBGene00007010,65.9785,70.0275
WBGene00007011,5.92391,6.71136
WBGene00007012,47.6074,56.5775
WBGene00007013,74.3767,71.3959
WBGene00007014,43.1063,46.0627
WBGene00007015,43.2913,52.5447
WBGene00007016,48.476,51.2039
WBGene00007017,51.0449,45.7386
WBGene00007018,32.3006,32.2636
WBGene00007019,65.8099,65.2041
WBGene00007020,48.5408,55.8429
WBGene00007021,18.2622,18.2544
WBGene00007022,84.7683,83.0379
WBGene00007023,38.3548,39.9407
WBGene00007024,235.566,222.065
WBGene00007025,31.4978,31.6383
WBGene00007026,33.256,33.4079
WBGene00007027,37.0009,42.6507
WBGene00007028,16.5059,16.7445
WBGene00007029,45.7193,47.5409
WBGene00007030,33.9257,37.7529
WBGene00007036,0.399471,0.696966
WBGene00007041,0.872859,1.18451
WBGene00007042,97.6234,90.3219
WBGene00007043,22.5389,24.0509
WBGene00007044,2.12992,2.79605
WBGene00007045,30.6391,28.0415
WBGene00007047,6.68174,6.97974
WBGene00007048,59.3386,55.9612
WBGene00007049,0.684804,4.4546
WBGene00007050,17.0626,16.6022
WBGene00007053,12.1224,16.3844
WBGene00007054,51.515,47.2062
WBGene00007055,37.0191,44.6328
WBGene00007056,5.0747,6.31958
WBGene00007057,0.116419,0.221022
WBGene00007058,26.6211,27.6517
WBGene00007059,6.42274,6.61797
WBGene00007060,1.03524,6.99477
WBGene00007062,18.9075,16.4196
WBGene00007063,4.90578,7.09212
WBGene00007064,13.4328,14.857
WBGene00007065,14.7858,14.5076
WBGene00007066,12.1039,14.3435
WBGene00007067,0.648845,1.15726
WBGene00007068,45.7059,44.6577
WBGene00007069,0.733808,0.718067
WBGene00007070,9.83012,11.2024
WBGene00007071,21.4416,19.5215
WBGene00007072,3.72808,4.31629
WBGene00007073,3.07231,4.52899
WBGene00007074,0.284339,2.21223
WBGene00007075,1.35542,1.38573
WBGene00007076,2.10724,2.13933
WBGene00007077,2.19521,2.25599
WBGene00007078,15.6747,12.6529
WBGene00007079,0.946355,0.910705
WBGene00007080,0.365619,6.15565
WBGene00007081,0.804086,7.16104
WBGene00007082,0.649668,12.6841
WBGene00007083,0.0712377,0.144724
WBGene00007084,1.26651,1.5886
WBGene00007085,1.00E-10,0.426575
WBGene00007087,33.1145,33.3451
WBGene00007088,32.4203,29.7327
WBGene00007089,57.6474,61.3382
WBGene00007090,24.5518,23.5551
WBGene00007091,35.6655,34.1295
WBGene00007092,28.8763,38.3474
WBGene00007093,25.792,32.6713
WBGene00007094,16.9162,19.6157
WBGene00007096,0.816856,1.1336
WBGene00007097,2.66754,10.7235
WBGene00007099,55.96,56.7266
WBGene00007100,34.7663,37.2749
WBGene00007101,41.0597,44.1989
WBGene00007102,51.3304,57.5394
WBGene00007103,9.00122,10.2025
WBGene00007104,0.26055,0.459844
WBGene00007105,109.462,117.14
WBGene00007106,86.0743,88.466
WBGene00007107,149.024,131.395
WBGene00007108,44.9847,42.3981
WBGene00007109,49.7041,53.792
WBGene00007110,61.1813,82.1128
WBGene00007111,49.9051,44.8074
WBGene00007112,44.0684,56.7487
WBGene00007113,30.9691,31.6214
WBGene00007114,6.97414,7.24209
WBGene00007115,1.51207,1.64895
WBGene00007116,2.12441,2.30013
WBGene00007117,0.113661,1.35777
WBGene00007118,67.5661,77.2321
WBGene00007119,1.4041,1.73309
WBGene00007120,679.965,721.457
WBGene00007121,1.63528,2.85612
WBGene00007122,73.4914,80.4419
WBGene00007123,1.00E-10,0.0172071
WBGene00007124,21.5,26.0937
WBGene00007125,0.846578,2.31182
WBGene00007126,1.09533,1.38337
WBGene00007127,1.00E-10,0.0160017
WBGene00007128,14.6616,13.7821
WBGene00007129,65.0616,64.7411
WBGene00007130,12.2017,17.6061
WBGene00007131,0.998161,1.58063
WBGene00007132,0.333266,0.756967
WBGene00007133,3.61504,9.73014
WBGene00007134,0.0169689,0.192268
WBGene00007135,41.9556,40.4848
WBGene00007136,28.9447,29.2041
WBGene00007137,45.1966,44.2826
WBGene00007138,0.656586,0.731488
WBGene00007139,2.30437,4.89467
WBGene00007140,0.688249,1.39042
WBGene00007141,0.0782031,0.313662
WBGene00007142,106.016,118.665
WBGene00007143,78.5528,88.5101
WBGene00007144,113.68,108.041
WBGene00007145,40.0378,36.923
WBGene00007146,0.804281,0.827856
WBGene00007147,0.548238,0.626094
WBGene00007148,0.59997,1.47133
WBGene00007149,1.13149,2.13111
WBGene00007150,97.4369,91.9662
WBGene00007151,0.0505661,0.150082
WBGene00007152,2.80423,3.01355
WBGene00007153,63.7174,77.5945
WBGene00007154,0.0620103,0.102816
WBGene00007155,28.4483,31.6963
WBGene00007156,0.577006,12.4768
WBGene00007158,1.00E-10,0.076444
WBGene00007159,0.888475,18.0577
WBGene00007160,1.00E-10,0.00190863
WBGene00007161,1.00E-10,0.0247256
WBGene00007162,4.29637,5.95038
WBGene00007163,0.0336043,0.102093
WBGene00007164,0.92463,1.49996
WBGene00007165,4.55349,5.64292
WBGene00007166,0.0562592,0.176186
WBGene00007167,64.9077,74.1545
WBGene00007168,74.3066,85.2902
WBGene00007169,0.201387,6.35697
WBGene00007170,0.730912,1.54253
