geneID,median_adult Ce,mean_adult Ce
WBGene00167392,1.00E-10,1.00E-10
WBGene00167393,1.00E-10,1.00E-10
WBGene00167394,1.00E-10,1.00E-10
WBGene00167395,1.00E-10,1.00E-10
WBGene00167396,1.00E-10,1.00E-10
WBGene00167397,1.00E-10,1.00E-10
WBGene00167398,1.00E-10,1.00E-10
WBGene00167399,1.00E-10,1.00E-10
WBGene00167400,1.00E-10,1.00E-10
WBGene00167401,1.00E-10,1.00E-10
WBGene00167402,1.00E-10,1.00E-10
WBGene00167403,1.00E-10,1.00E-10
WBGene00167404,1.00E-10,1.00E-10
WBGene00167405,1.00E-10,1.00E-10
WBGene00167406,1.00E-10,1.00E-10
WBGene00167407,1.00E-10,1.00E-10
WBGene00167408,1.00E-10,1.00E-10
WBGene00167409,1.00E-10,1.00E-10
WBGene00167410,1.00E-10,1.00E-10
WBGene00167411,1.00E-10,1.00E-10
WBGene00167412,1.00E-10,1.00E-10
WBGene00167413,1.00E-10,1.00E-10
WBGene00167414,1.00E-10,1.00E-10
WBGene00167415,1.00E-10,1.00E-10
WBGene00167416,1.00E-10,1.00E-10
WBGene00167417,1.00E-10,1.00E-10
WBGene00167418,1.00E-10,1.00E-10
WBGene00167419,1.00E-10,1.00E-10
WBGene00167420,1.00E-10,1.00E-10
WBGene00167421,1.00E-10,1.00E-10
WBGene00167422,1.00E-10,1.00E-10
WBGene00167423,1.00E-10,1.00E-10
WBGene00167424,1.00E-10,1.00E-10
WBGene00167425,1.00E-10,1.00E-10
WBGene00167426,1.00E-10,1.00E-10
WBGene00167427,1.00E-10,1.00E-10
WBGene00167428,1.00E-10,1.00E-10
WBGene00167429,1.00E-10,1.00E-10
WBGene00167430,1.00E-10,1.00E-10
WBGene00167431,1.00E-10,1.00E-10
WBGene00167432,1.00E-10,1.00E-10
WBGene00167433,1.00E-10,1.00E-10
WBGene00167434,1.00E-10,1.00E-10
WBGene00167435,1.00E-10,1.00E-10
WBGene00167436,1.00E-10,1.00E-10
WBGene00167437,1.00E-10,1.00E-10
WBGene00167438,1.00E-10,1.00E-10
WBGene00167439,1.00E-10,1.00E-10
WBGene00167440,1.00E-10,1.00E-10
WBGene00167441,1.00E-10,1.00E-10
WBGene00167442,1.00E-10,1.00E-10
WBGene00167443,1.00E-10,1.00E-10
WBGene00167444,1.00E-10,1.00E-10
WBGene00167445,1.00E-10,1.00E-10
WBGene00167446,1.00E-10,1.00E-10
WBGene00167447,1.00E-10,1.00E-10
WBGene00167448,1.00E-10,1.00E-10
WBGene00167449,1.00E-10,1.00E-10
WBGene00167450,1.00E-10,1.00E-10
WBGene00167451,1.00E-10,1.00E-10
WBGene00167452,1.00E-10,1.00E-10
WBGene00167453,1.00E-10,1.00E-10
WBGene00167454,1.00E-10,1.00E-10
WBGene00167455,1.00E-10,1.00E-10
WBGene00167456,1.00E-10,1.00E-10
WBGene00167457,1.00E-10,1.00E-10
WBGene00167458,1.00E-10,1.00E-10
WBGene00167459,1.00E-10,1.00E-10
WBGene00167460,1.00E-10,1.00E-10
WBGene00167461,1.00E-10,1.00E-10
WBGene00167462,1.00E-10,1.00E-10
WBGene00167463,1.00E-10,1.00E-10
WBGene00167464,1.00E-10,1.00E-10
WBGene00167465,1.00E-10,1.00E-10
WBGene00167466,1.00E-10,1.00E-10
WBGene00167467,1.00E-10,1.00E-10
WBGene00167468,1.00E-10,1.00E-10
WBGene00167469,1.00E-10,1.00E-10
WBGene00167470,1.00E-10,1.00E-10
WBGene00167471,1.00E-10,1.00E-10
WBGene00167472,1.00E-10,1.00E-10
WBGene00167473,1.00E-10,1.00E-10
WBGene00167474,1.00E-10,1.00E-10
WBGene00167475,1.00E-10,1.00E-10
WBGene00167476,1.00E-10,1.00E-10
WBGene00167477,1.00E-10,1.00E-10
WBGene00167478,1.00E-10,1.00E-10
WBGene00167479,1.00E-10,1.00E-10
WBGene00167480,1.00E-10,1.00E-10
WBGene00167481,1.00E-10,1.00E-10
WBGene00167482,1.00E-10,1.00E-10
WBGene00167483,1.00E-10,1.00E-10
WBGene00167484,1.00E-10,1.00E-10
WBGene00167485,1.00E-10,1.00E-10
WBGene00167487,1.00E-10,1.00E-10
WBGene00167488,1.00E-10,1.00E-10
WBGene00167489,1.00E-10,1.00E-10
WBGene00167490,1.00E-10,1.00E-10
WBGene00167491,1.00E-10,1.00E-10
WBGene00167492,1.00E-10,1.00E-10
WBGene00167493,1.00E-10,1.00E-10
WBGene00167494,1.00E-10,1.00E-10
WBGene00167495,1.00E-10,1.00E-10
WBGene00167496,1.00E-10,1.00E-10
WBGene00167497,1.00E-10,1.00E-10
WBGene00167498,1.00E-10,1.00E-10
WBGene00167499,1.00E-10,1.00E-10
WBGene00167500,1.00E-10,1.00E-10
WBGene00167501,1.00E-10,1.00E-10
WBGene00167502,1.00E-10,1.00E-10
WBGene00167503,1.00E-10,1.00E-10
WBGene00167504,1.00E-10,1.00E-10
WBGene00167505,1.00E-10,1.00E-10
WBGene00167506,1.00E-10,1.00E-10
WBGene00167507,1.00E-10,1.00E-10
WBGene00167508,1.00E-10,1.00E-10
WBGene00167509,1.00E-10,1.00E-10
WBGene00167510,1.00E-10,1.00E-10
WBGene00167511,1.00E-10,1.00E-10
WBGene00167512,1.00E-10,1.00E-10
WBGene00167513,1.00E-10,1.00E-10
WBGene00167514,1.00E-10,1.00E-10
WBGene00167515,1.00E-10,1.00E-10
WBGene00167516,1.00E-10,1.00E-10
WBGene00167517,1.00E-10,1.00E-10
WBGene00167518,1.00E-10,1.00E-10
WBGene00167519,1.00E-10,1.00E-10
WBGene00167520,1.00E-10,1.00E-10
WBGene00167521,1.00E-10,1.00E-10
WBGene00167522,1.00E-10,1.00E-10
WBGene00167523,1.00E-10,1.00E-10
WBGene00167524,1.00E-10,1.00E-10
WBGene00167525,1.00E-10,1.00E-10
WBGene00167526,1.00E-10,1.00E-10
WBGene00167527,1.00E-10,1.00E-10
WBGene00167528,1.00E-10,1.00E-10
WBGene00167529,1.00E-10,1.00E-10
WBGene00167530,1.00E-10,1.00E-10
WBGene00167531,1.00E-10,1.00E-10
WBGene00167532,1.00E-10,1.00E-10
WBGene00167533,1.00E-10,1.00E-10
WBGene00167534,1.00E-10,1.00E-10
WBGene00167535,1.00E-10,1.00E-10
WBGene00167536,1.00E-10,1.00E-10
WBGene00167537,1.00E-10,1.00E-10
WBGene00167538,1.00E-10,1.00E-10
WBGene00167539,1.00E-10,1.00E-10
WBGene00167540,1.00E-10,1.00E-10
WBGene00167541,1.00E-10,1.00E-10
WBGene00167542,1.00E-10,1.00E-10
WBGene00167543,1.00E-10,1.00E-10
WBGene00167544,1.00E-10,1.00E-10
WBGene00167545,1.00E-10,1.00E-10
WBGene00167546,1.00E-10,1.00E-10
WBGene00167547,1.00E-10,1.00E-10
WBGene00167548,1.00E-10,1.00E-10
WBGene00167549,1.00E-10,1.00E-10
WBGene00167550,1.00E-10,1.00E-10
WBGene00167551,1.00E-10,1.00E-10
WBGene00167552,1.00E-10,1.00E-10
WBGene00167553,1.00E-10,1.00E-10
WBGene00167554,1.00E-10,1.00E-10
WBGene00167555,1.00E-10,1.00E-10
WBGene00167556,1.00E-10,1.00E-10
WBGene00167557,1.00E-10,1.00E-10
WBGene00167558,1.00E-10,1.00E-10
WBGene00167559,1.00E-10,1.00E-10
WBGene00167560,1.00E-10,1.00E-10
WBGene00167561,1.00E-10,1.00E-10
WBGene00167562,1.00E-10,1.00E-10
WBGene00167563,1.00E-10,1.00E-10
WBGene00167564,1.00E-10,1.00E-10
WBGene00167565,1.00E-10,1.00E-10
WBGene00167566,1.00E-10,1.00E-10
WBGene00167567,1.00E-10,1.00E-10
WBGene00167568,1.00E-10,1.00E-10
WBGene00167569,1.00E-10,1.00E-10
WBGene00167570,1.00E-10,1.00E-10
WBGene00167571,1.00E-10,1.00E-10
WBGene00167572,1.00E-10,1.00E-10
WBGene00167573,1.00E-10,1.00E-10
WBGene00167574,1.00E-10,1.00E-10
WBGene00167575,1.00E-10,1.00E-10
WBGene00167576,1.00E-10,1.00E-10
WBGene00167577,1.00E-10,1.00E-10
WBGene00167578,1.00E-10,1.00E-10
WBGene00167579,1.00E-10,1.00E-10
WBGene00167580,1.00E-10,1.00E-10
WBGene00167581,1.00E-10,1.00E-10
WBGene00167582,1.00E-10,1.00E-10
WBGene00167583,1.00E-10,1.00E-10
WBGene00167584,1.00E-10,1.00E-10
WBGene00167585,1.00E-10,1.00E-10
WBGene00167586,1.00E-10,1.00E-10
WBGene00167587,1.00E-10,1.00E-10
WBGene00167588,1.00E-10,1.00E-10
WBGene00167589,1.00E-10,1.00E-10
WBGene00167590,1.00E-10,1.00E-10
WBGene00167591,1.00E-10,1.00E-10
WBGene00167592,1.00E-10,1.00E-10
WBGene00167593,1.00E-10,1.00E-10
WBGene00167594,1.00E-10,1.00E-10
WBGene00167595,1.00E-10,1.00E-10
WBGene00167596,1.00E-10,1.00E-10
WBGene00167597,1.00E-10,1.00E-10
WBGene00167598,1.00E-10,1.00E-10
WBGene00167599,1.00E-10,1.00E-10
WBGene00167600,1.00E-10,1.00E-10
WBGene00167601,1.00E-10,1.00E-10
WBGene00167602,1.00E-10,1.00E-10
WBGene00167603,1.00E-10,1.00E-10
WBGene00167604,1.00E-10,1.00E-10
WBGene00167605,1.00E-10,1.00E-10
WBGene00167606,1.00E-10,1.00E-10
WBGene00167607,1.00E-10,1.00E-10
WBGene00167608,1.00E-10,1.00E-10
WBGene00167609,1.00E-10,1.00E-10
WBGene00167610,1.00E-10,1.00E-10
WBGene00167611,1.00E-10,1.00E-10
WBGene00167612,1.00E-10,1.00E-10
WBGene00167613,1.00E-10,1.00E-10
WBGene00167614,1.00E-10,1.00E-10
WBGene00167615,1.00E-10,1.00E-10
WBGene00167616,1.00E-10,1.00E-10
WBGene00167617,1.00E-10,1.00E-10
WBGene00167618,1.00E-10,1.00E-10
WBGene00167619,1.00E-10,1.00E-10
WBGene00167620,1.00E-10,1.00E-10
WBGene00167621,1.00E-10,1.00E-10
WBGene00167622,1.00E-10,1.00E-10
WBGene00167623,1.00E-10,1.00E-10
WBGene00167624,1.00E-10,1.00E-10
WBGene00167625,1.00E-10,1.00E-10
WBGene00167626,1.00E-10,1.00E-10
WBGene00167627,1.00E-10,1.00E-10
WBGene00167628,1.00E-10,1.00E-10
WBGene00167629,1.00E-10,1.00E-10
WBGene00167630,1.00E-10,1.00E-10
WBGene00167631,1.00E-10,1.00E-10
WBGene00167632,1.00E-10,1.00E-10
WBGene00167633,1.00E-10,1.00E-10
WBGene00167634,1.00E-10,1.00E-10
WBGene00167635,1.00E-10,1.00E-10
WBGene00167636,1.00E-10,1.00E-10
WBGene00167637,1.00E-10,1.00E-10
WBGene00167638,1.00E-10,1.00E-10
WBGene00167639,1.00E-10,1.00E-10
WBGene00167640,1.00E-10,1.00E-10
WBGene00167641,1.00E-10,1.00E-10
WBGene00167642,1.00E-10,1.00E-10
WBGene00167643,1.00E-10,1.00E-10
WBGene00167644,1.00E-10,1.00E-10
WBGene00167645,1.00E-10,1.00E-10
WBGene00167646,1.00E-10,1.00E-10
WBGene00167647,1.00E-10,1.00E-10
WBGene00167648,1.00E-10,1.00E-10
WBGene00167649,1.00E-10,1.00E-10
WBGene00167650,1.00E-10,1.00E-10
WBGene00167651,1.00E-10,1.00E-10
WBGene00167652,1.00E-10,1.00E-10
WBGene00167653,1.00E-10,1.00E-10
WBGene00167654,1.00E-10,1.00E-10
WBGene00167655,1.00E-10,1.00E-10
WBGene00167656,1.00E-10,1.00E-10
WBGene00167657,1.00E-10,1.00E-10
WBGene00167658,1.00E-10,1.00E-10
WBGene00167659,1.00E-10,1.00E-10
WBGene00167660,1.00E-10,1.00E-10
WBGene00167661,1.00E-10,1.00E-10
WBGene00167662,1.00E-10,1.00E-10
WBGene00167663,1.00E-10,1.00E-10
WBGene00167664,1.00E-10,1.00E-10
WBGene00167665,1.00E-10,1.00E-10
WBGene00167666,1.00E-10,1.00E-10
WBGene00167667,1.00E-10,1.00E-10
WBGene00167668,1.00E-10,1.00E-10
WBGene00167669,1.00E-10,1.00E-10
WBGene00167670,1.00E-10,1.00E-10
WBGene00167671,1.00E-10,1.00E-10
WBGene00167672,1.00E-10,1.00E-10
WBGene00167673,1.00E-10,1.00E-10
WBGene00167674,1.00E-10,1.00E-10
WBGene00167675,1.00E-10,1.00E-10
WBGene00167676,1.00E-10,1.00E-10
WBGene00167677,1.00E-10,1.00E-10
WBGene00167678,1.00E-10,1.00E-10
WBGene00167679,1.00E-10,1.00E-10
WBGene00167680,1.00E-10,1.00E-10
WBGene00167681,1.00E-10,1.00E-10
WBGene00167682,1.00E-10,1.00E-10
WBGene00167683,1.00E-10,1.00E-10
WBGene00167684,1.00E-10,1.00E-10
WBGene00167685,1.00E-10,1.00E-10
WBGene00167686,1.00E-10,1.00E-10
WBGene00167687,1.00E-10,1.00E-10
WBGene00167688,1.00E-10,1.00E-10
WBGene00167689,1.00E-10,1.00E-10
WBGene00167690,1.00E-10,1.00E-10
WBGene00167691,1.00E-10,1.00E-10
WBGene00167692,1.00E-10,1.00E-10
WBGene00167693,1.00E-10,1.00E-10
WBGene00167694,1.00E-10,1.00E-10
WBGene00167695,1.00E-10,1.00E-10
WBGene00167696,1.00E-10,1.00E-10
WBGene00167697,1.00E-10,1.00E-10
WBGene00167698,1.00E-10,1.00E-10
WBGene00167699,1.00E-10,1.00E-10
WBGene00167700,1.00E-10,1.00E-10
WBGene00167701,1.00E-10,1.00E-10
WBGene00167702,1.00E-10,1.00E-10
WBGene00167703,1.00E-10,1.00E-10
WBGene00167704,1.00E-10,1.00E-10
WBGene00167705,1.00E-10,1.00E-10
WBGene00167706,1.00E-10,1.00E-10
WBGene00167707,1.00E-10,1.00E-10
WBGene00167708,1.00E-10,1.00E-10
WBGene00167709,1.00E-10,1.00E-10
WBGene00167710,1.00E-10,1.00E-10
WBGene00167711,1.00E-10,1.00E-10
WBGene00167712,1.00E-10,1.00E-10
WBGene00167713,1.00E-10,1.00E-10
WBGene00167714,1.00E-10,1.00E-10
WBGene00167715,1.00E-10,1.00E-10
WBGene00167716,1.00E-10,1.00E-10
WBGene00167717,1.00E-10,1.00E-10
WBGene00167718,1.00E-10,1.00E-10
WBGene00167719,1.00E-10,1.00E-10
WBGene00167720,1.00E-10,1.00E-10
WBGene00167721,1.00E-10,1.00E-10
WBGene00167722,1.00E-10,1.00E-10
WBGene00167724,1.00E-10,1.00E-10
WBGene00167725,1.00E-10,1.00E-10
WBGene00167726,1.00E-10,1.00E-10
WBGene00167727,1.00E-10,1.00E-10
WBGene00167728,1.00E-10,1.00E-10
WBGene00167729,1.00E-10,1.00E-10
WBGene00167730,1.00E-10,1.00E-10
WBGene00167731,1.00E-10,1.00E-10
WBGene00167732,1.00E-10,1.00E-10
WBGene00167733,1.00E-10,1.00E-10
WBGene00167734,1.00E-10,1.00E-10
WBGene00167735,1.00E-10,1.00E-10
WBGene00167736,1.00E-10,1.00E-10
WBGene00167737,1.00E-10,1.00E-10
WBGene00167738,1.00E-10,1.00E-10
WBGene00167739,1.00E-10,1.00E-10
WBGene00167740,1.00E-10,1.00E-10
WBGene00167741,1.00E-10,1.00E-10
WBGene00167742,1.00E-10,1.00E-10
WBGene00167743,1.00E-10,1.00E-10
WBGene00167744,1.00E-10,1.00E-10
WBGene00167745,1.00E-10,1.00E-10
WBGene00167746,1.00E-10,1.00E-10
WBGene00167747,1.00E-10,1.00E-10
WBGene00167748,1.00E-10,1.00E-10
WBGene00167749,1.00E-10,1.00E-10
WBGene00167750,1.00E-10,1.00E-10
WBGene00167751,1.00E-10,1.00E-10
WBGene00167752,1.00E-10,1.00E-10
WBGene00167753,1.00E-10,1.00E-10
WBGene00167754,1.00E-10,1.00E-10
WBGene00167755,1.00E-10,1.00E-10
WBGene00167756,1.00E-10,1.00E-10
WBGene00167757,1.00E-10,1.00E-10
WBGene00167758,1.00E-10,1.00E-10
WBGene00167759,1.00E-10,1.00E-10
WBGene00167760,1.00E-10,1.00E-10
WBGene00167761,1.00E-10,1.00E-10
WBGene00167762,1.00E-10,1.00E-10
WBGene00167763,1.00E-10,1.00E-10
WBGene00167764,1.00E-10,1.00E-10
WBGene00167765,1.00E-10,1.00E-10
WBGene00167766,1.00E-10,1.00E-10
WBGene00167767,1.00E-10,1.00E-10
WBGene00167768,1.00E-10,1.00E-10
WBGene00167769,1.00E-10,1.00E-10
WBGene00167770,1.00E-10,1.00E-10
WBGene00167771,1.00E-10,1.00E-10
WBGene00167772,1.00E-10,1.00E-10
WBGene00167773,1.00E-10,1.00E-10
WBGene00167774,1.00E-10,1.00E-10
WBGene00167775,1.00E-10,1.00E-10
WBGene00167776,1.00E-10,1.00E-10
WBGene00167777,1.00E-10,1.00E-10
WBGene00167778,1.00E-10,1.00E-10
WBGene00167779,1.00E-10,1.00E-10
WBGene00167780,1.00E-10,1.00E-10
WBGene00167781,1.00E-10,1.00E-10
WBGene00167782,1.00E-10,1.00E-10
WBGene00167783,1.00E-10,1.00E-10
WBGene00167784,1.00E-10,1.00E-10
WBGene00167785,1.00E-10,1.00E-10
WBGene00167786,1.00E-10,1.00E-10
WBGene00167787,1.00E-10,1.00E-10
WBGene00167788,1.00E-10,1.00E-10
WBGene00167789,1.00E-10,1.00E-10
WBGene00167790,1.00E-10,1.00E-10
WBGene00167791,1.00E-10,1.00E-10
WBGene00167792,1.00E-10,1.00E-10
WBGene00167793,1.00E-10,1.00E-10
WBGene00167794,1.00E-10,1.00E-10
WBGene00167795,1.00E-10,1.00E-10
WBGene00167796,1.00E-10,1.00E-10
WBGene00167797,1.00E-10,1.00E-10
WBGene00167799,1.00E-10,1.00E-10
WBGene00167800,1.00E-10,1.00E-10
WBGene00167801,1.00E-10,1.00E-10
WBGene00167802,1.00E-10,1.00E-10
WBGene00167803,1.00E-10,1.00E-10
WBGene00167804,1.00E-10,1.00E-10
WBGene00167805,1.00E-10,1.00E-10
WBGene00167806,1.00E-10,1.00E-10
WBGene00167807,1.00E-10,1.00E-10
WBGene00167808,1.00E-10,1.00E-10
WBGene00167809,1.00E-10,1.00E-10
WBGene00167810,1.00E-10,1.00E-10
WBGene00167811,1.00E-10,1.00E-10
WBGene00167812,1.00E-10,1.00E-10
WBGene00167813,1.00E-10,1.00E-10
WBGene00167814,1.00E-10,1.00E-10
WBGene00167815,1.00E-10,1.00E-10
WBGene00167816,1.00E-10,1.00E-10
WBGene00167817,1.00E-10,1.00E-10
WBGene00167818,1.00E-10,1.00E-10
WBGene00167819,1.00E-10,1.00E-10
WBGene00167820,1.00E-10,1.00E-10
WBGene00167821,1.00E-10,1.00E-10
WBGene00167822,1.00E-10,1.00E-10
WBGene00167823,1.00E-10,1.00E-10
WBGene00167824,1.00E-10,1.00E-10
WBGene00167825,1.00E-10,1.00E-10
WBGene00167826,1.00E-10,1.00E-10
WBGene00167827,1.00E-10,1.00E-10
WBGene00167828,1.00E-10,1.00E-10
WBGene00167829,1.00E-10,1.00E-10
WBGene00167830,1.00E-10,1.00E-10
WBGene00167831,1.00E-10,1.00E-10
WBGene00167832,1.00E-10,1.00E-10
WBGene00167833,1.00E-10,1.00E-10
WBGene00167834,1.00E-10,1.00E-10
WBGene00167835,1.00E-10,1.00E-10
WBGene00167836,1.00E-10,1.00E-10
WBGene00167837,1.00E-10,1.00E-10
WBGene00167838,1.00E-10,1.00E-10
WBGene00167839,1.00E-10,1.00E-10
WBGene00167840,1.00E-10,1.00E-10
WBGene00167841,1.00E-10,1.00E-10
WBGene00167842,1.00E-10,1.00E-10
WBGene00167843,1.00E-10,1.00E-10
WBGene00167845,1.00E-10,1.00E-10
WBGene00167846,1.00E-10,1.00E-10
WBGene00167847,1.00E-10,1.00E-10
WBGene00167848,1.00E-10,1.00E-10
WBGene00167849,1.00E-10,1.00E-10
WBGene00167850,1.00E-10,1.00E-10
WBGene00167851,1.00E-10,1.00E-10
WBGene00167852,1.00E-10,1.00E-10
WBGene00167853,1.00E-10,1.00E-10
WBGene00167854,1.00E-10,1.00E-10
WBGene00167855,1.00E-10,1.00E-10
WBGene00167856,1.00E-10,1.00E-10
WBGene00167857,1.00E-10,1.00E-10
WBGene00167858,1.00E-10,1.00E-10
WBGene00167859,1.00E-10,1.00E-10
WBGene00167860,1.00E-10,1.00E-10
WBGene00167861,1.00E-10,1.00E-10
WBGene00167862,1.00E-10,1.00E-10
WBGene00167863,1.00E-10,1.00E-10
WBGene00167864,1.00E-10,1.00E-10
WBGene00167865,1.00E-10,1.00E-10
WBGene00167866,1.00E-10,1.00E-10
WBGene00167867,1.00E-10,1.00E-10
WBGene00167868,1.00E-10,1.00E-10
WBGene00167869,1.00E-10,1.00E-10
WBGene00167870,1.00E-10,1.00E-10
WBGene00167871,1.00E-10,1.00E-10
WBGene00167872,1.00E-10,1.00E-10
WBGene00167873,1.00E-10,1.00E-10
WBGene00167874,1.00E-10,1.00E-10
WBGene00167875,1.00E-10,1.00E-10
WBGene00167876,1.00E-10,1.00E-10
WBGene00167877,1.00E-10,1.00E-10
WBGene00167878,1.00E-10,1.00E-10
WBGene00167879,1.00E-10,1.00E-10
WBGene00167880,1.00E-10,1.00E-10
WBGene00167881,1.00E-10,1.00E-10
WBGene00167882,1.00E-10,1.00E-10
WBGene00167883,1.00E-10,1.00E-10
WBGene00167884,1.00E-10,1.00E-10
WBGene00167885,1.00E-10,1.00E-10
WBGene00167886,1.00E-10,1.00E-10
WBGene00167887,1.00E-10,1.00E-10
WBGene00167888,1.00E-10,1.00E-10
WBGene00167889,1.00E-10,1.00E-10
WBGene00167890,1.00E-10,1.00E-10
WBGene00167891,1.00E-10,1.00E-10
WBGene00167892,1.00E-10,1.00E-10
WBGene00167893,1.00E-10,1.00E-10
WBGene00167894,1.00E-10,1.00E-10
WBGene00167895,1.00E-10,1.00E-10
WBGene00167896,1.00E-10,1.00E-10
WBGene00167897,1.00E-10,1.00E-10
WBGene00167898,1.00E-10,1.00E-10
WBGene00167899,1.00E-10,1.00E-10
WBGene00167900,1.00E-10,1.00E-10
WBGene00167901,1.00E-10,1.00E-10
WBGene00167902,1.00E-10,1.00E-10
WBGene00167903,1.00E-10,1.00E-10
WBGene00167904,1.00E-10,1.00E-10
WBGene00167905,1.00E-10,1.00E-10
WBGene00167906,1.00E-10,1.00E-10
WBGene00167907,1.00E-10,1.00E-10
WBGene00167908,1.00E-10,1.00E-10
WBGene00167909,1.00E-10,1.00E-10
WBGene00167910,1.00E-10,1.00E-10
WBGene00167911,1.00E-10,1.00E-10
WBGene00167912,1.00E-10,1.00E-10
WBGene00167913,1.00E-10,1.00E-10
WBGene00167914,1.00E-10,1.00E-10
WBGene00167915,1.00E-10,1.00E-10
WBGene00167916,1.00E-10,1.00E-10
WBGene00167917,1.00E-10,1.00E-10
WBGene00167918,1.00E-10,1.00E-10
WBGene00167919,1.00E-10,1.00E-10
WBGene00167920,1.00E-10,1.00E-10
WBGene00167921,1.00E-10,1.00E-10
WBGene00167922,1.00E-10,1.00E-10
WBGene00167923,1.00E-10,1.00E-10
WBGene00167924,1.00E-10,1.00E-10
WBGene00167925,1.00E-10,1.00E-10
WBGene00167926,1.00E-10,1.00E-10
WBGene00167927,1.00E-10,1.00E-10
WBGene00167928,1.00E-10,1.00E-10
WBGene00167929,1.00E-10,1.00E-10
WBGene00167930,1.00E-10,1.00E-10
WBGene00167931,1.00E-10,1.00E-10
WBGene00167932,1.00E-10,1.00E-10
WBGene00167933,1.00E-10,1.00E-10
WBGene00167934,1.00E-10,1.00E-10
WBGene00167935,1.00E-10,1.00E-10
WBGene00167936,1.00E-10,1.00E-10
WBGene00167937,1.00E-10,1.00E-10
WBGene00167938,1.00E-10,1.00E-10
WBGene00167939,1.00E-10,1.00E-10
WBGene00167940,1.00E-10,1.00E-10
WBGene00167941,1.00E-10,1.00E-10
WBGene00167942,1.00E-10,1.00E-10
WBGene00167943,1.00E-10,1.00E-10
WBGene00167944,1.00E-10,1.00E-10
WBGene00167945,1.00E-10,1.00E-10
WBGene00167946,1.00E-10,1.00E-10
WBGene00167947,1.00E-10,1.00E-10
WBGene00167948,1.00E-10,1.00E-10
WBGene00167949,1.00E-10,1.00E-10
WBGene00167950,1.00E-10,1.00E-10
WBGene00167951,1.00E-10,1.00E-10
WBGene00167952,1.00E-10,1.00E-10
WBGene00167953,1.00E-10,1.00E-10
WBGene00167954,1.00E-10,1.00E-10
WBGene00167955,1.00E-10,1.00E-10
WBGene00167956,1.00E-10,1.00E-10
WBGene00167957,1.00E-10,1.00E-10
WBGene00167958,1.00E-10,1.00E-10
WBGene00167959,1.00E-10,1.00E-10
WBGene00167960,1.00E-10,1.00E-10
WBGene00167961,1.00E-10,1.00E-10
WBGene00167962,1.00E-10,1.00E-10
WBGene00167963,1.00E-10,1.00E-10
WBGene00167964,1.00E-10,1.00E-10
WBGene00167965,1.00E-10,1.00E-10
WBGene00167966,1.00E-10,1.00E-10
WBGene00167967,1.00E-10,1.00E-10
WBGene00167968,1.00E-10,1.00E-10
WBGene00167969,1.00E-10,1.00E-10
WBGene00167970,1.00E-10,1.00E-10
WBGene00167971,1.00E-10,1.00E-10
WBGene00167972,1.00E-10,1.00E-10
WBGene00167973,1.00E-10,1.00E-10
WBGene00167974,1.00E-10,1.00E-10
WBGene00167975,1.00E-10,1.00E-10
WBGene00167976,1.00E-10,1.00E-10
WBGene00167977,1.00E-10,1.00E-10
WBGene00167978,1.00E-10,1.00E-10
WBGene00167979,1.00E-10,1.00E-10
WBGene00167980,1.00E-10,1.00E-10
WBGene00167981,1.00E-10,1.00E-10
WBGene00167982,1.00E-10,1.00E-10
WBGene00167983,1.00E-10,1.00E-10
WBGene00167984,1.00E-10,1.00E-10
WBGene00167985,1.00E-10,1.00E-10
WBGene00167986,1.00E-10,1.00E-10
WBGene00167987,1.00E-10,1.00E-10
WBGene00167988,1.00E-10,1.00E-10
WBGene00167989,1.00E-10,1.00E-10
WBGene00167990,1.00E-10,1.00E-10
WBGene00167991,1.00E-10,1.00E-10
WBGene00167992,1.00E-10,1.00E-10
WBGene00167993,1.00E-10,1.00E-10
WBGene00167994,1.00E-10,1.00E-10
WBGene00167995,1.00E-10,1.00E-10
WBGene00167996,1.00E-10,1.00E-10
WBGene00167997,1.00E-10,1.00E-10
WBGene00167998,1.00E-10,1.00E-10
WBGene00167999,1.00E-10,1.00E-10
WBGene00168000,1.00E-10,1.00E-10
WBGene00168001,1.00E-10,1.00E-10
WBGene00168002,1.00E-10,1.00E-10
WBGene00168003,1.00E-10,1.00E-10
WBGene00168004,1.00E-10,1.00E-10
WBGene00168005,1.00E-10,1.00E-10
WBGene00168006,1.00E-10,1.00E-10
WBGene00168007,1.00E-10,1.00E-10
WBGene00168008,1.00E-10,1.00E-10
WBGene00168009,1.00E-10,1.00E-10
WBGene00168010,1.00E-10,1.00E-10
WBGene00168011,1.00E-10,1.00E-10
WBGene00168012,1.00E-10,1.00E-10
WBGene00168013,1.00E-10,1.00E-10
WBGene00168014,1.00E-10,1.00E-10
WBGene00168015,1.00E-10,1.00E-10
WBGene00168016,1.00E-10,1.00E-10
WBGene00168017,1.00E-10,1.00E-10
WBGene00168018,1.00E-10,1.00E-10
WBGene00168019,1.00E-10,1.00E-10
WBGene00168020,1.00E-10,1.00E-10
WBGene00168021,1.00E-10,1.00E-10
WBGene00168022,1.00E-10,1.00E-10
WBGene00168023,1.00E-10,1.00E-10
WBGene00168024,1.00E-10,1.00E-10
WBGene00168025,1.00E-10,1.00E-10
WBGene00168026,1.00E-10,1.00E-10
WBGene00168027,1.00E-10,1.00E-10
WBGene00168028,1.00E-10,1.00E-10
WBGene00168029,1.00E-10,1.00E-10
WBGene00168030,1.00E-10,1.00E-10
